id_cliente,nombre,apellido,genero,fecha_nacimiento,provincia,segmento_cliente,estado_cliente
CLI007586,Valeria,Alvarado Jiménez,Femenino,1974-06-06, Puntarenas,Estándar,Activo
CLI006694,Cristina,Méndez Rojas,Femenino,1998-09-18,Cartago,Premium,Activo
CLI005839,María,Campos Carmona,Femenino,1959-12-02,Alajuela,Joven,Activo
CLI004095,Karla,Castro Castro,Femenino,2000-11-23,Puntarenas,Básico,Activo
CLI006541,Carolina,Vega Garro,Femenino,1955-11-13,Heredia,Estándar,Activo
CLI005291,Sergio,Carmona Solano,Masculino,1994-08-11,Hereda,Básico,Inactivo
CLI007395,Ximena,Cordero González,Femenino,1975-07-08,Heredia,Joven,Inactivo
CLI004103,Rodrigo,Cordero Vega,Masculino,1976-12-01,Alajuela,Básico,Activo
CLI004405,Mónica,Espinoza Pérez,Femenino,2007-03-18,Puntarenas,Básico,Activo
CLI003685,Melissa,Ureña Rodríguez,Femenino,1990-11-04,Cartago,Empresarial,Activo
CLI000034,Luis,Chacón Araya,Masculino,2007-07-07,Heredia,Empresarial,Inactivo
CLI000746,Marcela,Méndez Garro,Femenino,2001-07-27,San José,Básico,Inactivo
CLI001700,Eduardo,Araya Castro,Masculino,1958-05-24,San José,Joven,Activo
CLI000340,Verónica,Solano Ureña,Femenino,1987-08-13,Guanacaste,Empresarial,Activo
CLI002476,Fabiola,Mora Cordero,Femenino,1994-12-15,San José,Empresarial,Inactivo
CLI006190,Juan,Chacón Madrigal,Masculino,2000-11-28,Heredia,Premium,Activo
CLI005057,Miguel,González Ureña,Masculino,1980-08-26,Cartago,Empresarial,Activo
CLI002141,Javier,Solano Jiménez,Masculino,1971-07-27,Heredia,Joven,Activo
CLI002153,Esteban,Mora Gómez,Masculino,1992-01-27,Alajuela,Joven,Activo
CLI001405,Marco,Pérez Zúñiga,Masculino,1983-08-14,Puntarenas,Estándar,Inactivo
CLI001843,Karla,Garro Alvarado,Femenino,1981-03-11,Guanacaste,Joven,Activo
CLI007315,Rodrigo,Cordero Vargas,Masculino,1958-11-21,San José,Básico,Activo
CLI002441,Yolanda,Vega Alvarado,Femenino,1982-01-30,Hereda,Premium,Activo
CLI005126,Víctor,Vargas Hernández,Masculino,1991-02-24,Puntarenas,Premium,Activo
CLI000317,Adrián,Zúñiga Quesada,Masculino,1982-07-17,San José,Básico,Activo
CLI003319,Adrián,Ureña Ramírez,Masculino,1964-12-07,Limón,Premium,Activo
CLI007741,Gabriela,Hernández Vargas,Femenino,1999-06-15,Cartago,Básico,Activo
CLI001709,Ana,Chacón Vega,Femenino,1955-04-29,Limón,Estándar,Inactivo
CLI001770,Gabriela,Hernández Calderón,Femenino,1970-02-10,Puntarenas,Empresarial,Activo
CLI001170,Melissa,Sánchez Quesada,Femenino,1986-10-15,Alajuela,Básico,Activo
CLI007266,Tatiana,Chacón Espinoza,Femenino,1963-08-30,Guanacaste,Premium,Activo
CLI001398,Raúl,Hernández Solano,Masculino,1965-11-17,San José,Joven,Activo
CLI004511,Juan,Brenes Campos,Masculino,1969-01-11,Cartago,Joven,Activo
CLI005467,Juan,Chacón Ureña,Masculino,1965-05-27,San José,Estándar,Activo
CLI002652,Vanessa,Garro Carmona,Femenino,1960-06-30,Hereda,Estándar,Inactivo
CLI001013,Diego,Rodríguez Navarro,Masculino,1994-10-28,Puntarenas,Estándar,Activo
CLI005717,Marisol,Mora Espinoza,Femenino,1997-11-21,Puntarenas,Joven,Activo
CLI007887,Javier,Castro Espinoza,Masculino,1954-08-04,Limón,Premium,Activo
CLI002647,Gerardo,Ramírez Gómez,Masculino,1987-03-31,Guanacaste,Estándar,Inactivo
CLI004760,Marco,Madrigal Rodríguez,Masculino,1982-04-14,Limón,Premium,Activo
CLI007908,Marisol,Ureña Monge,Femenino,1977-06-08,Alajuela,Básico,Activo
CLI005289,Gabriela,Ureña Quesada,Femenino,1953-02-09,Heredia,Estándar,Activo
CLI006554,Andrés,Zúñiga Jiménez,Masculino,1978-03-14,Cartago,Básico,Inactivo
CLI001928,Silvia,Vega Fonseca,Femenino,1952-01-15,Cartgago,Empresarial,Activo
CLI003681,José,Rojas Zúñiga,Masculino,1955-05-08,Puntarenas,Joven,Activo
CLI005536,Iván,Chacón Navarro,Masculino,1971-05-24,San José,Joven,Activo
CLI006112,Adriana,Zúñiga Chacón,Femenino,1964-04-04,San José,Empresarial,Activo
CLI003125,Mauricio,Rojas Araya,Masculino,1955-08-08,Heredia,Premium,Activo
CLI006788,Ricardo,Alvarado Madrigal,Masculino,1992-10-24,Guanacaste,Empresarial,Activo
CLI004047,Óscar,Bolaños Carmona,Masculino,1975-07-26,Cartago,Empresarial,Activo
CLI003187,Vanessa,Zúñiga Araya,Femenino,1994-11-30,Alajuela,Premium,Activo
CLI002050,Alejandra,Vega Chacón,Femenino,1963-03-19, Puntarenas,Joven,Activo
CLI000044,Marcela,Vega Alvarado,Femenino,2000-07-29,Puntarenas,Premium,Activo
CLI007286,Laura,Alvarado Gómez,Femenino,1983-11-19,Heredia,Estándar,Activo
CLI001589,Diego,Garro Mora,Masculino,1964-02-15,Cartago,Estándar,Inactivo
CLI005912,Manuel,Navarro Villalobos,Masculino,1958-05-07,Limón,Premium,Inactivo
CLI006531,Alejandro,Fonseca Navarro,Masculino,1997-05-06,Limón,Empresarial,Activo
CLI001377,Laura,González Castro,Femenino,1973-09-23,San José,Empresarial,Activo
CLI004282,Fernando,Méndez Vargas,Masculino,1970-02-15,San José,Premium,Activo
CLI007945,Eduardo,Madrigal Fonseca,Masculino,1970-09-12,Heredia,Joven,Activo
CLI004055,Iván,Espinoza Monge,Masculino,1964-10-27,San José,Premium,Inactivo
CLI003334,Fabiola,Cordero Castro,Femenino,1964-06-09,Guanacaste,Premium,Activo
CLI000594,Ximena,Castro Mora,Femenino,1985-02-01,Cartago,Joven,Activo
CLI005034,Valeria,Chacón González,Femenino,1974-05-10,Limón,Joven,Activo
CLI002490,Alejandro,González Madrigal,Masculino,1963-09-06,Limón,Joven,Inactivo
CLI000847,Mauricio,Pérez Alvarado,Masculino,1986-02-04,Guanacaste,Joven,Activo
CLI006546,Ximena,Campos Calderón,Femenino,1953-10-23,Limón,Joven,Activo
CLI005092,Alejandra,Araya Pérez,Femenino,2002-06-24,Puntarenas,Básico,Activo
CLI004096,Vanessa,Ureña Chacón,Femenino,1964-09-21,Alajuela,Estándar,Activo
CLI006000,Valeria,Vargas Vega,Femenino,1978-05-09,Alajuela,Empresarial,Activo
CLI002973,Rebeca,Hernández Zúñiga,Femenino,1997-08-16,Guanacaste,Básico,Activo
CLI006648,Adrián,Solano Garro,Masculino,1961-07-09,Limón,Empresarial,Activo
CLI003751,Rebeca,Quesada Quesada,Femenino,2001-10-11,Limón,Empresarial,Activo
CLI002673,Mauricio,Rodríguez Zúñiga,Masculino,2005-12-08,Cartago,Estándar,Activo
CLI003394,Tatiana,Hernández Vega,Femenino,1990-01-05,San José,Básico,Activo
CLI007693,Ximena,Salazar Alvarado,Femenino,2003-01-31,San José,Estándar,Activo
CLI002516,Miguel,Rodríguez Campos,Masculino,1984-11-13,Cartago,Empresarial,Activo
CLI005605,Valeria,Jiménez Castro,Femenino,2003-06-11,Puntarenas,Empresarial,Activo
CLI001762,María,Solano Calderón,Femenino,1974-03-07,Cartago,Básico,Activo
CLI003896,Marco,Garro Sánchez,Masculino,1962-11-14,Alajuela,Premium,Inactivo
CLI003511,Vanessa,Vargas Madrigal,Femenino,1952-09-24,Cartgago,Joven,Activo
CLI000650,Miguel,Jiménez Rodríguez,Masculino,2007-09-16,Puntarenas,Estándar,Activo
CLI001095,Mónica,Cordero Fonseca,Femenino,1969-05-29,Guanacaste,Básico,Activo
CLI007667,María,Espinoza Castro,Femenino,2006-05-30,Alajuela,Joven,Activo
CLI002657,Marco,Monge Hernández,Masculino,1966-08-27,Heredia,Joven,Activo
CLI001219,Carlos,Carmona Garro,Masculino,1988-09-16,Guanacaste,Estándar,Activo
CLI002258,Melissa,Brenes Espinoza,Femenino,1965-01-01,Guanacaste,Premium,Activo
CLI004847,Alejandro,Quesada Rojas,Masculino,1994-01-03,Alajuela,Empresarial,Activo
CLI006695,Luis,Hernández Vega,Masculino,1996-12-02,Hereda,Premium,Activo
CLI000775,Andrés,Cordero Fonseca,Masculino,1993-10-12,Guanacaste,Empresarial,Activo
CLI004807,Patricia,Bolaños Madrigal,Femenino,1967-01-05,Alajuela,Premium,Activo
CLI002572,Óscar,Méndez Bolaños,Masculino,1958-10-08,San José,Joven,Activo
CLI003598,Manuel,Fonseca Zúñiga,Masculino,1971-12-06,Cartago,Empresarial,Activo
CLI001354,Ana,Villalobos Cordero,Femenino,1994-01-18,San José,Básico,Activo
CLI002510,Óscar,Rodríguez Ramírez,Masculino,1952-06-24,Guanacaste,Premium,Activo
CLI002272,Óscar,Ramírez Calderón,Masculino,1971-01-11,Alajuela,Joven,Inactivo
CLI000608,Daniel,Navarro Hernández,Masculino,1977-08-05,Guanacaste,Empresarial,Activo
CLI006141,Felipe,Castro Campos,Masculino,1986-04-15,San José,Estándar,Activo
CLI001004,Paola,Calderón Navarro,Femenino,1980-06-17,Alajuela,Estándar,Activo
CLI007267,Mauricio,Mora Ramírez,Masculino,1966-07-04,Limón,Joven,Activo
CLI004840,Rebeca,Zúñiga Alvarado,Femenino,1970-03-02,Heredia,Básico,Activo
CLI005438,Rodrigo,Campos González,Masculino,1991-06-25,Alajuela,Básico,Activo
CLI002069,Natalia,Mora Mora,Femenino,2001-12-15,Alajuela,Premium,Activo
CLI003143,Rebeca,Rodríguez Zúñiga,Femenino,1962-05-28,Cartago,Estándar,Activo
CLI003471,Catalina,Navarro Brenes,Femenino,1957-03-03,Puntarenas,Premium,Activo
CLI003545,Felipe,Mora Calderón,Masculino,1963-02-13,San José,Estándar,Inactivo
CLI005678,Silvia,González Hernández,Femenino,1965-06-04,San José,Básico,Activo
CLI004796,Laura,Zúñiga Sánchez,Femenino,1993-04-27,Heredia,Básico,Activo
CLI000651,Daniela,Ramírez Alvarado,Femenino,1987-07-17,Guanacaste,Estándar,Activo
CLI007202,Gerardo,Araya Calderón,Masculino,1973-07-21,Cartago,Básico,Activo
CLI003565,Silvia,Gómez Vargas,Femenino,1996-06-07,Guanacaste,Básico,Inactivo
CLI004623,Alejandro,Campos Jiménez,Masculino,1960-12-17,Heredia,Básico,Activo
CLI003645,Fernando,Rodríguez Garro,Masculino,1952-01-03,San José,Básico,Activo
CLI001523,Vanessa,Campos Solano,Femenino,1973-11-05,Alajuela,Empresarial,Activo
CLI004134,Yolanda,Rojas Rojas,Femenino,1985-06-25,Limón,Estándar,Activo
CLI004552,Sofía,Ramírez Vega,Femenino,1977-11-03,Guanacaste,Premium,Activo
CLI006899,Melissa,Monge Gómez,Femenino,1985-08-24,Alajuela,Premium,Activo
CLI003218,Marco,Sánchez Rodríguez,Masculino,1959-06-09,Heredia,Básico,Activo
CLI007016,Carolina,Brenes Vega,Femenino,1969-08-25,Heredia,Premium,Activo
CLI007830,Patricia,Navarro Ramírez,Femenino,1976-05-10,Cartago,Joven,Activo
CLI007888,Juan,Araya Araya,Masculino,1995-02-21,San José,Premium,Activo
CLI001517,Mónica,Calderón Gómez,Femenino,1982-12-12,Puntarenas,Premium,Activo
CLI005514,Daniela,Bolaños González,Femenino,1952-01-18,Cartago,Joven,Activo
CLI003268,Manuel,Vargas Madrigal,Masculino,1963-01-12,Cartago,Joven,Activo
CLI001784,Adrián,Mora Bolaños,Masculino,1980-04-06,Limón,Básico,Activo
CLI004671,Rebeca,Rojas Espinoza,Femenino,1953-09-04,Cartago,Empresarial,Activo
CLI003931,Francisco,Alvarado Pérez,Masculino,1984-10-18,Puntarenas,Empresarial,Activo
CLI006795,Mauricio,Vargas Garro,Masculino,1986-08-28,Limón,Empresarial,Activo
CLI003546,Diego,Vargas Campos,Masculino,1965-01-22,Guanacaste,Empresarial,Inactivo
CLI007448,Adrián,Vega Pérez,Masculino,1991-08-23,Heredia,Básico,Activo
CLI001020,Ricardo,Espinoza Campos,Masculino,1961-06-01,Cartago,Estándar,Activo
CLI003551,Fernando,Vega Carmona,Masculino,1975-10-28,Limón,Básico,Inactivo
CLI000047,Melissa,Vega Madrigal,Femenino,1973-02-25,Alajuela,Estándar,Inactivo
CLI006691,Carlos,Pérez Hernández,Masculino,1969-05-26,Alajuela,Empresarial,Activo
CLI002850,Mauricio,Rojas Zúñiga,Masculino,2002-11-16,Heredia,Empresarial,Activo
CLI005378,Daniela,Ureña Mora,Femenino,1959-02-07,Limón,Básico,Activo
CLI000246,Fabiola,Monge Espinoza,Femenino,1970-08-22,Heredia,Estándar,Activo
CLI006688,Natalia,Alvarado Pérez,Femenino,1992-07-25,Alajuela,Estándar,Activo
CLI004834,Rebeca,Rodríguez Rodríguez,Femenino,1996-03-14,San José,Premium,Activo
CLI003933,Daniela,Mora Monge,Femenino,2007-08-10,Alajuela,Básico,Activo
CLI006261,Fabiola,Alvarado Bolaños,Femenino,1987-06-02,Alajuela,Empresarial,Activo
CLI005235,Daniela,Vega Gómez,Femenino,1968-02-03,Alajuela,Estándar,Inactivo
CLI006424,Francisco,Salazar Garro,Masculino,1970-12-17,Puntarenas,Premium,Activo
CLI007083,Alejandro,Rodríguez Ramírez,Masculino,1991-06-08,Alajuela,Premium,Activo
CLI004577,Francisco,Zúñiga Castro,Masculino,2002-01-26,Limón,Estándar,Activo
CLI007668,Carolina,Sánchez Rodríguez,Femenino,1956-01-24,Cartago,Premium,Activo
CLI006934,Raúl,Ureña Bolaños,Masculino,1982-05-25,Alajuela,Joven,Activo
CLI002708,Valeria,Vega Espinoza,Femenino,1993-02-24,Limón,Joven,Activo
CLI001324,Lucía,Zúñiga Rodríguez,Femenino,1978-01-30,Limón,Joven,Activo
CLI007616,Gabriela,Sánchez Sánchez,Femenino,2002-02-26,Heredia,Empresarial,Activo
CLI000986,Javier,Quesada Monge,Masculino,1962-09-27,Limón,Premium,Activo
CLI006982,José,Garro Mora,Masculino,2006-04-28,Guanacaste,Empresarial,Activo
CLI003822,Manuel,Araya Ureña,Masculino,1961-07-22,Limón,Premium,Activo
CLI004561,Luis,Garro Carmona,Masculino,2003-11-02,Limón,Premium,Inactivo
CLI007025,Roberto,Vega Monge,Masculino,1986-07-10,Guanacaste,Joven,Inactivo
CLI007654,Francisco,González Fonseca,Masculino,1976-08-29,Limón,Básico,Activo
CLI006616,Kevin,Ramírez Cordero,Masculino,2001-11-25,Alajuela,Premium,Activo
CLI005014,Marcela,Vargas Navarro,Femenino,1958-11-15,Cartago,Básico,Activo
CLI001556,Marco,Solano Navarro,Masculino,1982-09-24,Heredia,Estándar,Inactivo
CLI006910,Alejandra,Rojas Espinoza,Femenino,1975-01-10,Cartago,Estándar,Activo
CLI000538,Carlos,Pérez Vargas,Masculino,1960-06-27,Guanacaste,Empresarial,Activo
CLI004271,Carolina,Garro Araya,Femenino,1963-01-12,Guanacaste,Premium,Activo
CLI002948,Laura,Jiménez Rojas,Femenino,1972-10-30,Guanacaste,Empresarial,Activo
CLI003280,Sofía,Gómez Villalobos,Femenino,1965-10-04,Puntarenas,Premium,Activo
CLI006393,Carolina,Quesada Campos,Femenino,1970-04-09,SAN JOSE,Estándar,Inactivo
CLI006333,Víctor,Zúñiga Carmona,Masculino,1976-08-10,Hereda,Básico,Inactivo
CLI007274,Adriana,Cordero Fonseca,Femenino,1962-07-23,Heredia,Empresarial,Activo
CLI001220,Luis,Jiménez González,Masculino,1980-02-26,Limón,Estándar,Activo
CLI002503,Catalina,Méndez Sánchez,Femenino,1997-02-22,Alajuela,Básico,Activo
CLI001769,Verónica,Monge Vargas,Femenino,2004-06-17,Alajuela,Premium,Inactivo
CLI002247,Juan,Brenes Zúñiga,Masculino,1990-07-12,Guanacaste,Estándar,Activo
CLI003909,Paola,Vargas Solano,Femenino,2006-12-19,San José,Empresarial,Activo
CLI001657,Silvia,Ureña Chacón,Femenino,1967-04-20,Guanacaste,Empresarial,Activo
CLI007561,Catalina,Madrigal Calderón,Femenino,2007-01-25,Puntarenas,Estándar,Activo
CLI007468,Gabriela,Castro Garro,Femenino,1981-06-08,Hereda,Empresarial,Activo
CLI005510,Ana,Campos Campos,Femenino,1966-07-10,San José,Premium,Activo
CLI005022,Marisol,Fonseca Araya,Femenino,1995-05-06,Guanacaste,Premium,Activo
CLI006074,Carlos,Pérez Sánchez,Masculino,1965-07-20,heredia,Estándar,Activo
CLI000248,Óscar,Monge Mora,Masculino,2006-02-07,Cartago,Empresarial,Activo
CLI000970,Alejandra,Monge Ureña,Femenino,1963-10-15,Guanacaste,Premium,Activo
CLI001482,Fabiola,Carmona Vega,Femenino,1993-12-15,limón,Estándar,Activo
CLI000683,Verónica,Fonseca Sánchez,Femenino,1989-06-10,Heredia,Básico,Activo
CLI002084,Raúl,Navarro Cordero,Masculino,1997-01-06,Heredia,Básico,Activo
CLI007027,Raúl,Mora Sánchez,Masculino,1982-12-15,Puntarenas,Empresarial,Activo
CLI001145,Sofía,Alvarado Calderón,Femenino,1972-06-21,Guanacaste,Estándar,Activo
CLI002825,Patricia,Méndez Garro,Femenino,1980-07-20,Heredia,Empresarial,Activo
CLI005099,Gerardo,Garro Zúñiga,Masculino,1971-08-15,Cartago,Joven,Inactivo
CLI006774,Carolina,Villalobos Ramírez,Femenino,2007-07-16,San José,Básico,Activo
CLI001613,Felipe,Madrigal Ureña,Masculino,1956-07-24,Puntarenas,Joven,Inactivo
CLI002017,Felipe,Vargas Quesada,Masculino,2004-11-07,Alajuela,Premium,Activo
CLI004094,Diego,Garro Castro,Masculino,2003-03-29,Hereda,Joven,Activo
CLI000922,Ricardo,Solano Ureña,Masculino,1966-02-22,Alajuela,Estándar,Activo
CLI004514,Sergio,Quesada Espinoza,Masculino,2003-12-15,Heredia,Estándar,Activo
CLI006234,Andrea,Vega González,Femenino,2000-09-15,Puntarenas,Joven,Activo
CLI000648,Luis,Villalobos Madrigal,Masculino,1951-09-29,limón,Estándar,Activo
CLI000380,Ximena,Méndez Salazar,Femenino,1954-01-29,Alajuela,Empresarial,Inactivo
CLI004394,Catalina,Madrigal Fonseca,Femenino,2003-03-06,Limón,Estándar,Activo
CLI003532,Ximena,Castro Araya,Femenino,1999-10-09,Limón,Estándar,Activo
CLI007045,Marisol,Espinoza Jiménez,Femenino,1977-12-31,Alajuela,Empresarial,Activo
CLI000513,Andrés,Villalobos Carmona,Masculino,1966-05-09,Puntarenas,Premium,Activo
CLI004428,Javier,Rojas Solano,Masculino,1963-12-24,Guanacaste,Joven,Inactivo
CLI000072,Gabriela,Fonseca Espinoza,Femenino,1979-03-24,Puntarenas,Premium,Activo
CLI000372,Marco,Campos González,Masculino,1992-09-25,San José,Premium,Activo
CLI004970,Mauricio,Ramírez Vega,Masculino,1993-01-22,San José,Premium,Activo
CLI002727,Verónica,Navarro Castro,Femenino,1952-03-25,Limón,Estándar,Activo
CLI002607,Daniela,Hernández Araya,Femenino,1966-11-29,Alajuela,Estándar,Activo
CLI001537,Sergio,Brenes Chacón,Masculino,2000-01-10, Cartago,Básico,Activo
CLI007238,José,Quesada Navarro,Masculino,1956-07-06,Limón,Básico,Inactivo
CLI006860,Felipe,Madrigal Solano,Masculino,1951-09-01,Guanacaste,Premium,Activo
CLI000923,Lucía,Carmona Pérez,Femenino,1987-07-19,Heredia,Joven,Activo
CLI007197,Fabiola,Alvarado Méndez,Femenino,2003-04-26,San José,Básico,Activo
CLI006307,José,Castro Araya,Masculino,1970-07-28,Guanacaste,Básico,Activo
CLI000788,Javier,Espinoza Solano,Masculino,2001-06-28,San José,Joven,Activo
CLI007834,Kevin,Mora Castro,Masculino,1993-07-09,Limón,Joven,Activo
CLI006690,Yolanda,Salazar Bolaños,Femenino,1989-02-25,Guanacaste,Premium,Activo
CLI001644,Marco,Salazar Alvarado,Masculino,1978-09-30,Heredia,Joven,Activo
CLI005840,Mónica,Espinoza Cordero,Femenino,1951-09-19,Limón,Estándar,Activo
CLI006866,Natalia,Garro Garro,Femenino,1975-08-19,Cartago,Empresarial,Activo
CLI001277,Ricardo,Brenes Castro,Masculino,1996-02-17,Cartgago,Premium,Activo
CLI002637,Roberto,Espinoza Ureña,Masculino,1971-02-13,Cartago,Empresarial,Activo
CLI003193,Fabiola,Sánchez Chacón,Femenino,1980-11-01,Cartago,Estándar,Activo
CLI006776,Cristina,Sánchez Ureña,Femenino,1969-07-30,Limón,Premium,Activo
CLI001321,Pablo,Rojas Madrigal,Masculino,1973-08-11,Heredia,Estándar,Activo
CLI001477,Raúl,Vega Campos,Masculino,2002-08-29,Alajuela,Básico,Activo
CLI003155,Sergio,Araya Garro,Masculino,1974-10-27,Puntarenas,Joven,Activo
CLI007182,Adrián,Salazar Solano,Masculino,1972-11-26,San José,Empresarial,Activo
CLI007003,Ana,Cordero Ureña,Femenino,1979-01-21,Limón,Estándar,Activo
CLI004374,Lucía,Espinoza Monge,Femenino,1969-08-09,Cartago,Premium,Activo
CLI001662,Andrea,Navarro Gómez,Femenino,1957-09-07,Heredia,Estándar,Activo
CLI004642,Melissa,Monge Ramírez,Femenino,1990-01-01,Guanacaste,Empresarial,Activo
CLI001940,Manuel,Araya Solano,Masculino,1967-07-12,Puntarenas,Joven,Activo
CLI004594,Cristina,Espinoza Méndez,Femenino,1961-06-03,Puntarenas,Premium,Activo
CLI006202,Silvia,Méndez Hernández,Femenino,2004-07-14,Cartago,Joven,Inactivo
CLI001089,Víctor,Fonseca Ureña,Masculino,1974-03-01,Limón,Estándar,Activo
CLI005203,Daniela,Garro Méndez,Femenino,1984-07-02,Puntarenas,Estándar,Activo
CLI001155,Alejandra,Hernández Carmona,Femenino,1959-03-29,Limón,Básico,Activo
CLI000240,Patricia,Espinoza Navarro,Femenino,2004-07-12,Cartago,Básico,Activo
CLI004601,Ximena,Hernández Rodríguez,Femenino,1957-04-10,Alajuela,Empresarial,Activo
CLI001695,Andrés,Carmona Hernández,Masculino,1996-09-18,Cartago,Premium,Activo
CLI002455,Mónica,Cordero Mora,Femenino,1991-06-30,San José,Premium,Inactivo
CLI007316,Tatiana,Villalobos González,Femenino,1958-11-14,Cartago,Premium,Activo
CLI005019,Cristina,González González,Femenino,1960-12-03,ALAJUELA,Premium,Activo
CLI005070,Óscar,Chacón Calderón,Masculino,1976-07-08,Heredia,Básico,Activo
CLI007066,Ana,González Méndez,Femenino,1978-07-06,Puntarenas,Empresarial,Activo
CLI007641,Catalina,Mora Espinoza,Femenino,1975-06-26,San José,Premium,Activo
CLI006991,Daniela,Castro Ureña,Femenino,1991-11-29,Cartago,Joven,Activo
CLI006379,Ximena,Castro Quesada,Femenino,1999-01-26,Heredia,Básico,Activo
CLI003800,Óscar,Castro Araya,Masculino,1986-06-20,Heredia,Básico,Activo
CLI001531,Tatiana,Vargas Cordero,Femenino,1994-01-12,Puntarenas,Básico,Activo
CLI000838,Rebeca,Quesada Campos,Femenino,1993-11-04,Guanacaste,Básico,Activo
CLI003892,Patricia,Fonseca Rojas,Femenino,1973-09-20,Alajuela,Estándar,Activo
CLI007941,Roberto,Pérez Pérez,Masculino,1990-05-21,Alajuela,Empresarial,Activo
CLI001369,Natalia,Pérez Ramírez,Femenino,1978-08-25,Heredia,Básico,Activo
CLI005918,Kevin,Campos Méndez,Masculino,1978-09-24,San José,Premium,Activo
CLI000599,Diego,Hernández Zúñiga,Masculino,1993-09-24,Puntarenas,Básico,Activo
CLI007169,Ana,Gómez Carmona,Femenino,1997-09-16,Limón,Estándar,Activo
CLI003200,Cristina,Cordero Castro,Femenino,1953-08-04,Puntarenas,Empresarial,Inactivo
CLI000119,Alejandro,Rojas Rodríguez,Masculino,2004-01-16,Guanacaste,Estándar,Inactivo
CLI001067,Ximena,Espinoza Salazar,Femenino,1979-03-31,Limón,Básico,Inactivo
CLI004880,Iván,Rodríguez Rojas,Masculino,1979-01-09,Cartago,Empresarial,Activo
CLI005908,Marisol,Ureña Cordero,Femenino,1971-03-13,Cartago,Estándar,Activo
CLI007829,Karla,Araya Salazar,Femenino,1989-11-28,San José,Premium,Activo
CLI001498,Felipe,Castro Garro,Masculino,1963-02-22,Puntarenas,Empresarial,Activo
CLI004629,Manuel,Carmona Quesada,Masculino,1974-09-18,Guanacaste,Empresarial,Activo
CLI003967,Natalia,Salazar Gómez,Femenino,1989-10-22,Puntarenas,Básico,Inactivo
CLI001044,Mónica,Navarro Chacón,Femenino,2003-02-04,Heredia,Premium,Activo
CLI005275,Fernando,Jiménez Araya,Masculino,1988-11-25,Guanacaste,Estándar,Activo
CLI002576,Ana,Méndez Villalobos,Femenino,1984-01-05,San José,Premium,Activo
CLI006529,Iván,Vega Ramírez,Masculino,1996-09-28,San José,Joven,Activo
CLI001448,José,Sánchez Espinoza,Masculino,1973-12-26,cartago,Estándar,Activo
CLI006675,Karla,Vega Vega,Femenino,1952-04-28,Alajuela,Empresarial,Activo
CLI002778,Juan,Quesada Méndez,Masculino,1973-09-20,Puntarenas,Básico,Activo
CLI000136,Verónica,Monge Ureña,Femenino,1981-09-01,San José,Premium,Activo
CLI005716,Alejandra,Zúñiga Calderón,Femenino,1988-06-25,Cartago,Premium,Activo
CLI004721,Sofía,Ramírez Garro,Femenino,1961-04-09,Heredia,Estándar,Inactivo
CLI000099,Diego,Castro Alvarado,Masculino,1996-01-17,San José,Premium,Activo
CLI000489,Esteban,Gómez Gómez,Masculino,1990-04-12,Limón,Estándar,Activo
CLI003874,Mauricio,Pérez Alvarado,Masculino,1974-11-20,Limón,Premium,Activo
CLI006992,Javier,Salazar Carmona,Masculino,1989-02-18,Heredia,Premium,Activo
CLI007139,Yolanda,Vargas Calderón,Femenino,1991-10-16,Puntarenas,Básico,Activo
CLI000156,Patricia,Fonseca Brenes,Femenino,1967-12-09,Cartago,Estándar,Activo
CLI007417,Rebeca,Campos Brenes,Femenino,1984-10-16,Limón,Básico,Activo
CLI006412,Pablo,Zúñiga Alvarado,Masculino,1961-10-22,San José,Básico,Activo
CLI002444,Marco,Garro González,Masculino,1990-09-28,Limón,Básico,Activo
CLI004658,Alejandra,Hernández Castro,Femenino,1995-05-01,Puntarenas,Premium,Activo
CLI004819,Sergio,Sánchez Navarro,Masculino,1964-03-27,Puntarenas,Premium,Inactivo
CLI002091,Yolanda,Cordero Chacón,Femenino,1966-03-31,Alajuela,Premium,Activo
CLI005305,Yolanda,González Quesada,Femenino,1972-06-24,Cartago,Estándar,Activo
CLI006382,Iván,Bolaños Jiménez,Masculino,1994-10-01,San José,Básico,Activo
CLI004181,Daniela,Gómez Rodríguez,Femenino,2003-11-05,Hereda,Estándar,Inactivo
CLI004480,Cristina,Carmona Navarro,Femenino,2003-05-23,Cartgago,Estándar,Activo
CLI003859,Laura,Bolaños Fonseca,Femenino,1973-09-30,Limón,Joven,Activo
CLI007237,Laura,Bolaños Brenes,Femenino,1988-07-16, Limón,Premium,Activo
CLI001445,Patricia,Cordero Solano,Femenino,1982-08-22,Hereda,Premium,Activo
CLI002348,Andrea,Jiménez Campos,Femenino,1954-02-16,Limón,Estándar,Activo
CLI004922,Kevin,Araya Fonseca,Masculino,1986-04-08,Guanacaste,Premium,Inactivo
CLI006452,Cristina,Salazar Rojas,Femenino,1986-03-02,Alajuela,Joven,Activo
CLI005236,Juan,Navarro Bolaños,Masculino,1987-04-06,Guanacaste,Básico,Activo
CLI005812,Rebeca,Carmona Jiménez,Femenino,2005-02-06,Alajuela,Básico,Activo
CLI007544,Francisco,Mora Chacón,Masculino,1952-08-31,Guanacaste,Empresarial,Activo
CLI002600,Natalia,Sánchez Espinoza,Femenino,2006-05-11,Puntarenas,Estándar,Activo
CLI003109,Francisco,Castro Villalobos,Masculino,1997-03-06,Cartago,Joven,Activo
